FS,50,1,B3,17.38888304680586,14.590739097239792
FS,50,1,B4,17.428023042157292,10.508099609912383
FS,50,1,B5,24.881751043722034,20.223977627066283
FS,50,1,B2,24.914580048061907,17.043875145541563
FS,50,1,B4,33.92996406182647,8.70160432053798
FS,50,1,B2,42.826161021366715,29.56857772919132
FS,50,1,B2,42.912931996397674,30.727257942596147
FS,50,1,B4,49.12117403000593,12.202489677320644
FS,50,1,B2,49.16198900900781,42.51172219509694
FS,50,1,B2,49.19191705994308,41.823980798614905
FS,50,1,B2,49.23705896362662,43.54170808219864
FS,50,1,B5,49.70897699240595,21.3730887419767
FS,50,1,B2,59.14436804596335,46.89841951133035
FS,50,1,B2,59.19205502141267,50.134457112756216
FS,50,1,B2,59.22408099286258,31.45054903142163
FS,50,1,B2,59.253892046399415,45.44358749236896
FS,50,1,B2,65.49220299348235,59.18006262965717
FS,50,1,B4,65.5193569837138,14.21171363066884
FS,50,1,B2,65.54834102280438,55.36955076431327
FS,50,1,B1,65.5696620233357,64.71458475862539
FS,50,1,B2,65.59173704590648,52.87568047365694
FS,50,1,B3,76.09328895341605,51.177882754479484
FS,50,1,B2,76.12184900790453,67.2118673857017
FS,50,1,B2,76.15011103916913,68.08369619539344
FS,50,1,B2,76.17080700583756,63.91820690970337
FS,50,1,B2,76.19261695072055,25.80481271261798
FS,50,1,B2,76.30035001784563,69.64969811637195
FS,50,1,B2,76.32643799297512,70.93752930467136
FS,50,1,B4,76.83661102782935,10.888731292251087
FS,50,1,B2,85.73956601321697,26.828376666820144
FS,50,1,B5,85.79786506015807,26.30361720858351
FS,50,1,B2,85.83190804347396,74.89223510024627
FS,50,1,B2,85.86324495263398,34.36526684282143
FS,50,1,B2,85.8937839511782,35.366639786533355
FS,50,1,B2,85.92539501842111,83.35870642862197
FS,50,1,B2,85.95478802453727,31.536368919501978
FS,50,1,B2,85.9852849971503,77.53295241401973
FS,50,1,B2,99.3537709582597,27.21500110453778
FS,50,1,B2,99.39162502996624,31.129503390442718
FS,50,1,B4,99.42641598172486,17.184616399241673
FS,50,1,B3,99.45552598219365,19.47119934274764
FS,50,1,B2,111.23414197936654,45.35471897312609
