deadline_success_ratio,execution_time,mean_best_effort,mean_deadline,median_best_effort,median_deadline,no_batches,no_best_effort,no_deadline,no_workers,scheduler,seed,std_best_effort,std_deadline,strictness,total_time
0.44375,493.512302876,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,deadline,7.0,0.0,0.0,0.2,2400.0
0.7,493.512302876,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,deadline,7.0,0.0,0.0,0.4,2400.0
0.759375,493.512302876,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,deadline,7.0,0.0,0.0,0.6,2400.0
0.8,493.512302876,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,deadline,7.0,0.0,0.0,0.8,2400.0
0.834375,493.512302876,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,deadline,7.0,0.0,0.0,1.0,2400.0
0.0,505.753264189,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,fair,7.0,0.0,0.0,0.0,2400.0
0.125,505.753264189,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,fair,7.0,0.0,0.0,0.2,2400.0
0.209375,505.753264189,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,fair,7.0,0.0,0.0,0.4,2400.0
0.275,505.753264189,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,fair,7.0,0.0,0.0,0.6,2400.0
0.4,505.753264189,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,fair,7.0,0.0,0.0,0.8,2400.0
0.5125,505.753264189,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,fair,7.0,0.0,0.0,1.0,2400.0
0.0,466.911107063,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,saware,7.0,0.0,0.0,0.0,2400.0
0.165625,466.911107063,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,saware,7.0,0.0,0.0,0.2,2400.0
0.371875,466.911107063,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,saware,7.0,0.0,0.0,0.4,2400.0
0.484375,466.911107063,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,saware,7.0,0.0,0.0,0.6,2400.0
0.559375,466.911107063,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,saware,7.0,0.0,0.0,0.8,2400.0
0.603125,466.911107063,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,saware,7.0,0.0,0.0,1.0,2400.0
0.003125,143.172802925,0.185051546392,0.996954845508,0.0,1.0,4200.0,3880.0,320.0,200.0,deadline,8.0,0.388339376795,0.0543881983149,0.0,2400.0
0.4125,143.172802925,0.185051546392,0.996954845508,0.0,1.0,4200.0,3880.0,320.0,200.0,deadline,8.0,0.388339376795,0.0543881983149,0.2,2400.0
0.634375,143.172802925,0.185051546392,0.996954845508,0.0,1.0,4200.0,3880.0,320.0,200.0,deadline,8.0,0.388339376795,0.0543881983149,0.4,2400.0
0.73125,143.172802925,0.185051546392,0.996954845508,0.0,1.0,4200.0,3880.0,320.0,200.0,deadline,8.0,0.388339376795,0.0543881983149,0.6,2400.0
0.79375,143.172802925,0.185051546392,0.996954845508,0.0,1.0,4200.0,3880.0,320.0,200.0,deadline,8.0,0.388339376795,0.0543881983149,0.8,2400.0
0.85,143.172802925,0.185051546392,0.996954845508,0.0,1.0,4200.0,3880.0,320.0,200.0,deadline,8.0,0.388339376795,0.0543881983149,1.0,2400.0
0.0,108.624777079,0.999073803404,0.94416579668,1.0,1.0,4200.0,3880.0,320.0,200.0,fair,8.0,0.0257099799775,0.183304767584,0.0,2400.0
0.0,108.624777079,0.999073803404,0.94416579668,1.0,1.0,4200.0,3880.0,320.0,200.0,fair,8.0,0.0257099799775,0.183304767584,0.2,2400.0
0.028125,108.624777079,0.999073803404,0.94416579668,1.0,1.0,4200.0,3880.0,320.0,200.0,fair,8.0,0.0257099799775,0.183304767584,0.4,2400.0
0.06875,108.624777079,0.999073803404,0.94416579668,1.0,1.0,4200.0,3880.0,320.0,200.0,fair,8.0,0.0257099799775,0.183304767584,0.6,2400.0
0.178125,108.624777079,0.999073803404,0.94416579668,1.0,1.0,4200.0,3880.0,320.0,200.0,fair,8.0,0.0257099799775,0.183304767584,0.8,2400.0
0.3375,108.624777079,0.999073803404,0.94416579668,1.0,1.0,4200.0,3880.0,320.0,200.0,fair,8.0,0.0257099799775,0.183304767584,1.0,2400.0
0.0,148.803370953,0.36668814433,0.453288351774,0.0,0.0,4200.0,3880.0,320.0,200.0,saware,8.0,0.481290638007,0.487504769264,0.0,2400.0
0.0,148.803370953,0.36668814433,0.453288351774,0.0,0.0,4200.0,3880.0,320.0,200.0,saware,8.0,0.481290638007,0.487504769264,0.2,2400.0
0.0,148.803370953,0.36668814433,0.453288351774,0.0,0.0,4200.0,3880.0,320.0,200.0,saware,8.0,0.481290638007,0.487504769264,0.4,2400.0
0.003125,148.803370953,0.36668814433,0.453288351774,0.0,0.0,4200.0,3880.0,320.0,200.0,saware,8.0,0.481290638007,0.487504769264,0.6,2400.0
0.009375,148.803370953,0.36668814433,0.453288351774,0.0,0.0,4200.0,3880.0,320.0,200.0,saware,8.0,0.481290638007,0.487504769264,0.8,2400.0
0.053125,148.803370953,0.36668814433,0.453288351774,0.0,0.0,4200.0,3880.0,320.0,200.0,saware,8.0,0.481290638007,0.487504769264,1.0,2400.0
0.009375,456.530733109,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,deadline,9.0,0.0,0.0,0.0,2400.0
